139117,https://www.ncss.cn/student/jobs/00BA45C9E55F011CE0630A010016816C/detail.html,养户管理员,双胞胎(集团)股份有限公司,https://www.zhipin.com/web/common/security-check.html?seed=vlOnHMm%2Fnicu%2BnnwA%2BVMHeCX0UUaw3DQhzsWAogLul0%3D&name=8f1b4836&ts=1706792014011&callbackUrl=%2Fjob_detail%2F947dac2837095ffc1Xd_3Nu_E1pU.html&srcReferer=
139199,https://www.ncss.cn/student/jobs/0147ED4176A00152E0630A0100153FCD/detail.html,运维实施实习生,北京北大软件工程股份有限公司,https://www.zhipin.com/web/common/security-check.html?seed=vlOnHMm%2Fnicu%2BnnwA%2BVMHU8rx7Ra791JvlvNgY2M0Jc%3D&name=8f1b4836&ts=1706792136790&callbackUrl=%2Fjob_detail%2F947dac2837095ffc1Xd_3Nu_E1pU.html&srcReferer=
139375,https://www.ncss.cn/student/jobs/0211EE3ECF3F01AEE0630A0100167AAF/detail.html,密码应用工程师（SA-BJ）(J10589),中电科网络安全科技股份有限公司,https://www.westone.com.cn/
140338,https://www.ncss.cn/student/jobs/0265BFEB6F44012EE0630A010015680F/detail.html,运维工程师,电信科学技术第五研究所有限公司,https://www.westone.com.cn/
140621,https://www.ncss.cn/student/jobs/029586C9F1700012E0630A0100159435/detail.html,HRIntern（RecruitmentTeam）,普华永道商务服务(成都)有限公司,https://www.zhipin.com/job_detail/102740da26937f5f33x429y5EFc~.html
140629,https://www.ncss.cn/student/jobs/029586C9F2E20012E0630A0100159435/detail.html,地质技术员,大冶有色金属集团控股有限公司,https://www.liepin.com/company/gs24812808/
140630,https://www.ncss.cn/student/jobs/029586C9F2EC0012E0630A0100159435/detail.html,信息化技术员,大冶有色金属集团控股有限公司,https://ys.job1001.com/SearchResult.php?jtzw=%E6%8A%80%E6%9C%AF%E5%91%98&page=4
140647,https://www.ncss.cn/student/jobs/029586C9F3DE0012E0630A0100159435/detail.html,地质技术员,中国建筑材料工业地质勘查中心湖南总队,https://ys.job1001.com/SearchResult.php?jtzw=%E6%8A%80%E6%9C%AF%E5%91%98&page=4
141555,https://www.ncss.cn/student/jobs/036DC79520980054E0630A010015F901/detail.html,伊利2024年校招-销售专训生（西部成人营销总部）,内蒙古伊利实业集团股份有限公司,https://www.cqrc.net/post/item-614262.html
141723,https://www.ncss.cn/student/jobs/0392A8F58BD50036E0630A010016D3CF/detail.html,北京业务中心--销售工程师,杭州海康威视数字技术股份有限公司,https://www.zhipin.com/job_detail/30e8a18889592f5f1nBy2dy8GVRS.html
142169,https://www.ncss.cn/student/jobs/03CFD90FF4A40054E0630A0100166851/detail.html,用友商务助理,用友网络科技股份有限公司,https://www.zhipin.com/job_pk/64e5ad5c7021c99d1nV539-0ElpW/8132634a12e3705d1X153Nm0E1JU.html
142494,https://www.ncss.cn/student/jobs/040C3295B3D30210E0630A0100169DF8/detail.html,伊利2024年校招-销售培训生（液态奶）,内蒙古伊利实业集团股份有限公司,https://www.zhipin.com/job_pk/64e5ad5c7021c99d1nV539-0ElpW/8132634a12e3705d1X153Nm0E1JU.html
142762,https://www.ncss.cn/student/jobs/041C1F8AC85B0154E0630A010015E114/detail.html,秋招安全服务工程师-杭州 (MJ005914),绿盟科技集团股份有限公司,https://www.jobui.com/company/16780191/salary/j/anquanfuwugongchengshi/hangzhou/
142871,https://www.ncss.cn/student/jobs/042988C520670062E0630A010016AFF3/detail.html,电气设计师（成都）,电子院2023,https://m.zhipin.com/c101270100-p101404/
